,drug_name,drug_id,disease_name,disease_id
2810,bleomycin,CHEBI:3139,head and neck cancer,MONDO:0005627
2811,oxytetracycline,CHEBI:133011,trachoma,MONDO:0001249
2812,aspirin,CHEBI:15365,rheumatoid arthritis,MONDO:0008383
2813,doxycycline,PUBCHEM.COMPOUND:54671203,tularemia,MONDO:0018077
2814,diazoxide,CHEBI:4495,pancreatic insulinoma,MONDO:0024677
2815,norfloxacin,CHEBI:100246,prostatitis,MONDO:0005280
2816,pralatrexate,CHEBI:71223,mature T-cell and NK-cell non-Hodgkin lymphoma,MONDO:0000430
2817,prednisone,CHEBI:8382,autoimmune hemolytic anemia,MONDO:0020108
2818,cephradine,CHEBI:3547,staphylococcus aureus infection,MONDO:0005545
2819,benazepril,CHEBI:3011,hypertensive disorder,MONDO:0005044
2820,norfloxacin,CHEBI:100246,arthropathy,MONDO:0006816
2821,aztreonam,CHEBI:94511,endometritis,MONDO:0000918
2822,piperacillin,CHEBI:8232,Proteus urinary tract infection,UMLS:C0577709
2823,cefotaxime,CHEBI:94427,meningococcal meningitis,MONDO:0018059
2824,ketoprofen,CHEBI:6128,osteoarthritis,MONDO:0005178
2825,azelaic acid,CHEBI:48131,rosacea,MONDO:0006604
2826,cefonicid,CHEBI:3491,Pneumonia caused by Escherichia coli,UMLS:C0276089
2827,thiouracil,CHEBI:348530,hyperthyroidism,MONDO:0004425
2828,brompheniramine,CHEBI:3183,allergic rhinitis,MONDO:0011786
2829,oxymetazoline,CHEBI:7862,Nasal congestion,HP:0001742
2830,lactulose,CHEBI:6359,hepatic encephalopathy,MONDO:0001711
2831,minocycline,CHEBI:50694,cholera,MONDO:0015766
2832,norfloxacin,CHEBI:100246,Bacterial urinary infection,UMLS:C0729524
2833,fluoxetine,CHEBI:5118,major depressive disorder,MONDO:0002009
2834,clopidogrel,CHEBI:37941,Non-Q wave myocardial infarction,UMLS:C0542269
2835,amcinonide,CHEBI:31199,contact dermatitis,MONDO:0005480
2836,cilazapril,CHEBI:3698,hypertensive disorder,MONDO:0005044
2837,tivozanib,CHEBI:91327,renal cell carcinoma,MONDO:0005086
2838,doxycycline,PUBCHEM.COMPOUND:54671203,chancroid,MONDO:0001797
2839,semaxanib,CHEBI:91083,aplastic anemia,MONDO:0015909
2840,oxytetracycline,CHEBI:133011,bacterial urinary tract infection,MONDO:0005247
2841,antazoline,CHEBI:84115,vasomotor rhinitis,MONDO:0006004
2842,methylprednisolone,CHEBI:6888,granuloma annulare,MONDO:0006554
2843,tetracycline,CHEBI:27902,acute gonococcal endometritis,MONDO:0004264
2844,oxaliplatin,PUBCHEM.COMPOUND:9887054,metastasis from malignant tumor of colon,MONDO:0041448
2845,tolnaftate,CHEBI:9620,tinea pedis,MONDO:0005984
2846,baricitinib,CHEBI:95341,Pneumonia caused by SARS-CoV-2,UMLS:C5244027
2847,simvastatin,CHEBI:9150,hyperlipoproteinemia type 3,MONDO:0018473
2848,doxycycline,PUBCHEM.COMPOUND:54671203,inhalational anthrax,MONDO:0016595
2849,atazanavir,CHEBI:37924,HIV infectious disease,MONDO:0005109
2850,cephalexin,CHEBI:3534,Streptococcal tonsillitis,UMLS:C0275804
2851,cefonicid,CHEBI:3491,streptococcal pneumonia,MONDO:0005972
2852,beclometasone,CHEBI:3001,asthma,MONDO:0004979
2853,oxytetracycline,CHEBI:133011,Bacterial keratitis,UMLS:C0854211
2854,fluocinolone acetonide,CHEBI:5108,"dermatitis, atopic",MONDO:0011292
2855,dextromethorphan,CHEBI:4470,Nasal congestion,HP:0001742
2856,cortisol,CHEBI:5783,Laryngeal edema,HP:0012027
2857,aciclovir,CHEBI:2453,herpes zoster,MONDO:0005609
2858,EPA,CHEBI:28364,Breastfeeding (mother),UMLS:C1623040
2859,ketoprofen,CHEBI:6128,rheumatoid arthritis,MONDO:0008383
2860,ibuprofen,CHEBI:5855,Sinus headache,UMLS:C0037195
2861,fenoldopam,CHEBI:5002,Hypertensive Urgency,UMLS:C0745138
2862,clotrimazole,CHEBI:3764,Diaper Rash,UMLS:C0011974
2863,prednisolone,CHEBI:8378,Corneal Abrasions,UMLS:C0010032
2864,romidepsin,CHEBI:61080,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
2865,tetracycline,CHEBI:27902,ornithosis,MONDO:0005888
2866,dorzolamide,CHEBI:4702,ocular hypertension,MONDO:0006875
2867,cefamandole,CHEBI:3480,Recurrent lower respiratory tract infections,HP:0002783
2868,prednisone,CHEBI:8382,psoriasis,MONDO:0005083
2869,norethisterone,CHEBI:7627,Metrorrhagia,HP:0100608
2870,aclidinium,CHEBI:65346,chronic obstructive pulmonary disease,MONDO:0005002
2871,zinc acetate,PUBCHEM.COMPOUND:11192,Traumatic Wound,UMLS:C0043250
2872,clavulanic acid,CHEBI:48947,bacterial urinary tract infection,MONDO:0005247
2873,tamoxifen,CHEBI:41774,invasive ductal breast carcinoma,MONDO:0004953
2874,piperacillin,CHEBI:8232,Sepsis due to Pseudomonas,UMLS:C2887096
2875,PGE1,CHEBI:15544,erectile dysfunction,MONDO:0005362
2876,ceftriaxone,CHEBI:29007,Pneumonia caused by Escherichia coli,UMLS:C0276089
2877,olaparib,CHEBI:83766,ovarian cancer,MONDO:0008170
2878,lisuride,CHEBI:51164,migraine disorder,MONDO:0005277
2879,clarithromycin,CHEBI:3732,Pulmonary mycobacterium avium-intracellulare infection,UMLS:C0700226
2880,cefalotin,CHEBI:124991,bacterial urinary tract infection,MONDO:0005247
2881,triamcinolone,CHEBI:9667,cutaneous candidiasis,MONDO:0000879
2882,tocainide,CHEBI:9611,Ventricular arrhythmia,HP:0004308
2883,fenticonazole,CHEBI:82863,vulvovaginal candidiasis,MONDO:0006014
2884,telmisartan,CHEBI:9434,History of myocardial infarction due to atherothrombotic coronary artery disease,UMLS:C5438408
2885,meropenem,CHEBI:43968,Abdominal Infection,UMLS:C1112209
2886,midodrine,CHEBI:6933,orthostatic hypotension,MONDO:0005469
2887,phenylephrine,CHEBI:8093,atopic conjunctivitis,MONDO:0005642
2888,hydroxyzine,CHEBI:5818,atopic conjunctivitis,MONDO:0005642
2889,betamethasone,CHEBI:3077,acquired thrombocytopenia,MONDO:0001198
2890,atomoxetine,CHEBI:127342,"attention deficit hyperactivity disorder, inattentive type",MONDO:0005302
2891,triamcinolone,CHEBI:9667,Diamond-Blackfan anemia,MONDO:0015253
2892,(-)-adrenaline,CHEBI:28918,Dyspnea,HP:0002094
2893,nafcillin,CHEBI:7447,Sepsis caused by Staphylococcus aureus,UMLS:C2887088
2894,acetylcysteine,CHEBI:28939,paracetamol poisoning,MONDO:0018741
2895,minocycline,CHEBI:50694,listeriosis,MONDO:0005828
2896,triamcinolone,CHEBI:9667,Lichen Simplex Chronicus,UMLS:C0149922
2897,thiopental,CHEBI:102166,pseudotumor cerebri,MONDO:0009468
2898,ticarcillin,CHEBI:9587,escherichia coli infection,MONDO:0020920
2899,cortisol,CHEBI:5783,Chronic ulcerative proctitis,UMLS:C2937222
2900,ticarcillin,CHEBI:9587,bacterial urinary tract infection,MONDO:0005247
2901,diflorasone diacetate,CHEBI:31483,Pruritus of genital organs,UMLS:C0033777
2902,loratadine,CHEBI:6538,seasonal allergic rhinitis,MONDO:0005324
2903,prednisolone,CHEBI:8378,serum sickness,MONDO:0043789
2904,prednisolone,CHEBI:8378,angioedema,MONDO:0010481
2905,cefapirin,CHEBI:554446,Streptococcal bacteremia,UMLS:C0152964
2906,ceftriaxone,CHEBI:29007,endometritis,MONDO:0000918
2907,thiabendazole,CHEBI:45979,Infection by Uncinaria,UMLS:C0041648
2908,allantoin,CHEBI:15676,Pruritus,HP:0000989
2909,mometasone,CHEBI:6970,Pruritus of genital organs,UMLS:C0033777
2910,levofloxacin,CHEBI:63598,Bacterial otitis externa,UMLS:C1699099
2911,norfloxacin,CHEBI:100246,bacterial conjunctivitis,MONDO:0006668
2912,moxifloxacin,CHEBI:63611,Abdominal Infection,UMLS:C1112209
2913,capecitabine,CHEBI:31348,gastric cancer,MONDO:0001056
2914,betamethasone,CHEBI:3077,tinea corporis,MONDO:0001461
2915,budesonide,CHEBI:3207,eosinophilic esophagitis,MONDO:0005361
2916,cefmetazole,CHEBI:3489,Haemophilus influenzae pneumonia,UMLS:C0276026
2917,tolazoline,CHEBI:28502,persistent fetal circulation syndrome,MONDO:0022430
2918,aztreonam,CHEBI:94511,Proteus urinary tract infection,UMLS:C0577709
2919,perampanel,CHEBI:71013,Secondarily generalized seizures,UMLS:C0270838
2920,dirithromycin,CHEBI:474014,Mycoplasma pneumoniae pneumonia,MONDO:0005867
2921,oxytetracycline,CHEBI:133011,brucellosis,MONDO:0005683
2922,aceclofenac,CHEBI:31159,osteoarthritis,MONDO:0005178
2923,ticarcillin,CHEBI:9587,Enterobacteriaceae Infections,UMLS:C0014347
2924,cimetidine,CHEBI:3699,gastric ulcer,MONDO:0001126
2925,benzphetamine,CHEBI:3044,obesity disorder,MONDO:0011122
2926,mestranol,CHEBI:6784,Female hypogonadism,HP:0000134
2927,bupropion,CHEBI:3219,seasonal affective disorder,MONDO:0000694
2928,dextromethorphan,CHEBI:4470,common cold,MONDO:0005709
2929,mometasone,CHEBI:6970,Lichen Simplex Chronicus,UMLS:C0149922
2930,betamethasone,CHEBI:3077,psoriasis,MONDO:0005083
2931,amoxicillin,CHEBI:2676,bacterial urinary tract infection,MONDO:0005247
2932,promazine,CHEBI:8459,Vomiting,HP:0002013
2933,carbenicillin,CHEBI:3393,Proteus urinary tract infection,UMLS:C0577709
2934,imipenem,CHEBI:471744,Acinetobacter infectious disease,MONDO:0006635
2935,phenylephrine,CHEBI:8093,Red eye,HP:0025337
2936,acrivastine,CHEBI:83168,Rhinorrhea,HP:0031417
2937,leuprolide,CHEBI:6427,endometriosis,MONDO:0005133
2938,tetracycline,CHEBI:27902,lymphogranuloma venereum,MONDO:0005834
2939,amikacin,CHEBI:2637,Urinary tract infection caused by Klebsiella,UMLS:C4076057
2940,cloxacillin,CHEBI:49566,staphylococcal pneumonia,MONDO:0005970
2941,flutamide,CHEBI:5132,prostate neoplasm,MONDO:0021259
2942,prednisolone,CHEBI:8378,acute adrenal insufficiency,MONDO:0019801
2943,glycerol,CHEBI:17754,constipation disorder,MONDO:0002203
2944,cefdinir,CHEBI:3485,Infective otitis media,UMLS:C0729586
2945,carbamazepine,CHEBI:3387,glossopharyngeal neuralgia,MONDO:0016372
2946,ceftizoxime,CHEBI:553473,Acute gonococcal urethritis,UMLS:C0275652
2947,moclobemide,CHEBI:83531,depressive disorder,MONDO:0002050
2948,imipenem,CHEBI:471744,endometritis,MONDO:0000918
2949,amikacin,CHEBI:2637,Proteus septicemia,UMLS:C0577690
2950,metronidazole,CHEBI:6909,Female genital tract infection,UMLS:C1263758
2951,vandetanib,CHEBI:49960,thyroid gland carcinoma,MONDO:0015075
2952,ergocalciferol,CHEBI:28934,Hypocalcemia,HP:0002901
2953,chlordiazepoxide,CHEBI:3611,anxiety,MONDO:0011918
2954,trovafloxacin,CHEBI:9763,pneumonia caused by chlamydia,MONDO:0025598
2955,ampicillin,CHEBI:28971,paratyphoid fever,MONDO:0018626
2956,azapropazone,CHEBI:38010,rheumatoid arthritis,MONDO:0008383
2957,pregabalin,CHEBI:64356,Central neuropathic pain,UMLS:C4087506
2958,sulfamethoxazole,CHEBI:9332,nocardiosis,MONDO:0017776
2959,pirfenidone,CHEBI:32016,interstitial lung disease 2,MONDO:0800029
2960,azithromycin,CHEBI:2955,Group A Streptococcal Infections,UMLS:C0554628
2961,benzoic acid,CHEBI:30746,dermatomyositis,MONDO:0016367
2962,dyphylline,CHEBI:4728,Asthma night-time symptoms,UMLS:C1273489
2963,moxifloxacin,CHEBI:63611,septicemic plague,MONDO:0005956
2964,desmopressin,CHEBI:4450,nocturnal enuresis,MONDO:0000022
2965,magnesium carbonate,PUBCHEM.COMPOUND:11029,peptic ulcer disease,MONDO:0004247
2966,fexofenadine,CHEBI:5050,atopic conjunctivitis,MONDO:0005642
2967,triazolam,CHEBI:9674,insomnia,MONDO:0013600
2968,enzalutamide,CHEBI:68534,prostate cancer,MONDO:0008315
2969,prednisolone,CHEBI:8378,polymyalgia rheumatica,MONDO:0019735
2970,fluoxymesterone,CHEBI:5120,Klinefelter syndrome,MONDO:0006823
2971,doxycycline,PUBCHEM.COMPOUND:54671203,syphilis,MONDO:0005976
2972,clarithromycin,CHEBI:3732,Acute bacterial sinusitis,UMLS:C0275556
2973,omaveloxolone,CHEBI:229661,Friedreich ataxia,MONDO:0100339
2974,clemastine,CHEBI:3738,allergic rhinitis,MONDO:0011786
2975,trifluridine,CHEBI:75179,herpes simplex virus keratitis,MONDO:0015288
2976,escitalopram,CHEBI:36791,generalized anxiety disorder,MONDO:0001942
2977,neomycin,CHEBI:7507,Bacterial keratitis,UMLS:C0854211
2978,doxycycline,PUBCHEM.COMPOUND:54671203,cholera,MONDO:0015766
2979,cephradine,CHEBI:3547,tonsillitis,MONDO:0001039
2980,benzocaine,CHEBI:116735,Pruritus,HP:0000989
2981,zinc acetate,PUBCHEM.COMPOUND:11192,hemorrhoid,MONDO:0004872
2982,dantrolene,CHEBI:4317,malignant hyperthermia of anesthesia,MONDO:0018493
2983,prednisone,CHEBI:8382,asthma,MONDO:0004979
2984,hydroflumethiazide,CHEBI:5784,hypertensive disorder,MONDO:0005044
2985,brivaracetam,CHEBI:133013,focal epilepsy,MONDO:0005384
2986,ciprofloxacin,CHEBI:100241,Bacterial urinary infection,UMLS:C0729524
2987,methylphenobarbital,CHEBI:6758,epilepsy with generalized tonic-clonic seizures,MONDO:0005754
2988,doxycycline,PUBCHEM.COMPOUND:54671203,Q fever endocarditis,UMLS:C0340354
2989,temoporfin,UNII:FU21S769PF,head and neck neoplasm,MONDO:0005586
2990,acenocoumarol,CHEBI:53766,pulmonary embolism,MONDO:0005279
2991,prednisone,CHEBI:8382,musculoskeletal system disorder,MONDO:0002081
2992,loratadine,CHEBI:6538,common cold,MONDO:0005709
2993,medroxyprogesterone,CHEBI:6715,Hot flashes,HP:0031217
2994,doxylamine,CHEBI:51380,seasonal allergic rhinitis,MONDO:0005324
2995,D-serine,CHEBI:16523,pulmonary tuberculosis,MONDO:0006052
2996,citric acid,CHEBI:30769,Pain,HP:0012531
2997,sulfadiazine silver,PUBCHEM.COMPOUND:31011,Skin ulcer,HP:0200042
2998,prednisone,CHEBI:8382,pemphigus,MONDO:0006594
2999,topiramate,CHEBI:63631,Focal aware seizure,HP:0002349
3000,heparin,CHEBI:28304,Pulmonary thromboembolism,HP:0034192
3001,budesonide,CHEBI:3207,Crohn's disease in remission,UMLS:C1960764
3002,ephedrine,CHEBI:15407,Nasal congestion,HP:0001742
3003,amphotericin B,CHEBI:2682,Zygomycosis,MONDO:0019136
3004,methylprednisolone,CHEBI:6888,sarcoidosis,MONDO:0019338
3005,cefapirin,CHEBI:554446,Haemophilus influenzae pneumonia,UMLS:C0276026
3006,lisinopril,CHEBI:43755,hypertensive disorder,MONDO:0005044
3007,fidaxomicin,CHEBI:68590,Clostridium difficile infection,UMLS:C0343386
3008,celecoxib,CHEBI:41423,juvenile idiopathic arthritis,MONDO:0011429
3009,PGE1,CHEBI:15544,tetralogy of fallot,MONDO:0008542
3010,lofepramine,CHEBI:47782,depressive disorder,MONDO:0002050
3011,amcinonide,CHEBI:31199,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
3012,cortisol,CHEBI:5783,musculoskeletal system disorder,MONDO:0002081
3013,hydroxychloroquine,CHEBI:5801,rheumatoid arthritis,MONDO:0008383
3014,norfloxacin,CHEBI:100246,chronic tubotympanic suppurative otitis media,MONDO:0001964
3015,cefpodoxime,CHEBI:3504,pharyngitis,MONDO:0002258
3016,vancomycin,CHEBI:28001,Staphylococcal endocarditis,UMLS:C0520767
3017,caffeine,CHEBI:27732,Tension-type headache,HP:0012228
3018,chlorambucil,CHEBI:28830,B-cell chronic lymphocytic leukemia,MONDO:0004948
3019,valacyclovir,CHEBI:35854,herpes zoster,MONDO:0005609
3020,prednisolone,CHEBI:8378,congenital adrenal hyperplasia,MONDO:0018479
3021,flumethasone pivalate,CHEBI:31620,discoid lupus erythematosus,MONDO:0019558
3022,gatifloxacin,CHEBI:5280,Acute gonococcal urethritis,UMLS:C0275652
3023,cortisol,CHEBI:5783,canker sore,MONDO:0005318
3024,caffeine,CHEBI:27732,allergic rhinitis,MONDO:0011786
3025,trabectedin,CHEBI:84050,leiomyosarcoma,MONDO:0005058
3026,paliperidone,CHEBI:83804,psychotic disorder,MONDO:0005485
3027,zileuton,CHEBI:10112,allergic asthma,MONDO:0004784
3028,vincristine,CHEBI:28445,Wilms tumor,MONDO:0006058
3029,methylphenobarbital,CHEBI:6758,Tension,UMLS:C0233494
3030,verapamil,CHEBI:77733,hypertensive disorder,MONDO:0005044
3031,chlorpheniramine,CHEBI:52010,allergic rhinitis,MONDO:0011786
3032,demeclocycline,UNII:5R5W9ICI6O,syphilis,MONDO:0005976
3033,verapamil,CHEBI:77733,Prinzmetal angina,MONDO:0006021
3034,spironolactone,CHEBI:9241,hyperaldosteronism,MONDO:0003009
3035,diclofenamide,CHEBI:101085,Secondary glaucoma,UMLS:C0149893
3036,mometasone,CHEBI:6970,Chronic small plaque psoriasis,UMLS:C0406317
3037,ofloxacin,CHEBI:194135,staphylococcal pneumonia,MONDO:0005970
3038,tazobactam,CHEBI:9421,Sepsis caused by Serratia,UMLS:C2887097
3039,calcium citrate,PUBCHEM.COMPOUND:13136,osteoporosis,MONDO:0005298
3040,phentolamine,CHEBI:8081,brain ischemia,MONDO:0005299
3041,haloperidol,CHEBI:5613,Chronic schizophrenia,UMLS:C0221765
3042,ceftibuten,CHEBI:3510,Group A Streptococcal Infections,UMLS:C0554628
3043,azlocillin,CHEBI:2956,Haemophilus influenzae pneumonia,UMLS:C0276026
3044,prednisolone,CHEBI:8378,Meibomianitis,UMLS:C0549398
3045,albendazole,CHEBI:16664,Neurocysticercosis,UMLS:C0338437
3046,gatifloxacin,CHEBI:5280,Mycoplasma pneumoniae pneumonia,MONDO:0005867
3047,triamcinolone,CHEBI:9667,non-Hodgkin lymphoma,MONDO:0018908
3048,chloroxine,CHEBI:59477,pityriasis simplex,MONDO:0024343
3049,prednisone,CHEBI:8382,serum sickness,MONDO:0043789
3050,ciprofloxacin,CHEBI:100241,Escherichia coli septicemia,UMLS:C0276088
3051,sodium aurothiomalate,PUBCHEM.COMPOUND:22318,rheumatoid arthritis,MONDO:0008383
3052,prednisone,CHEBI:8382,acute lymphoblastic leukemia,MONDO:0004967
3053,cortisol,CHEBI:5783,tenosynovitis,MONDO:0004855
3054,tetracycline,CHEBI:27902,bacterial conjunctivitis,MONDO:0006668
3055,prednisolone,CHEBI:8378,"dermatitis, atopic",MONDO:0011292
3056,azithromycin,CHEBI:2955,hordeolum,MONDO:0005800
3057,cefonicid,CHEBI:3491,arthropathy,MONDO:0006816
3058,trovafloxacin,CHEBI:9763,Miscarriage with sepsis,UMLS:C0269398
3059,sunitinib,CHEBI:38940,Neuroendocrine tumor of pancreas,UMLS:C4305467
3060,triamcinolone,CHEBI:9667,pemphigus,MONDO:0006594
3061,diazepam,CHEBI:49575,status epilepticus,MONDO:0002125
3062,norfloxacin,CHEBI:100246,osteomyelitis,MONDO:0005246
3063,mepyramine,CHEBI:6762,atopic conjunctivitis,MONDO:0005642
3064,methylprednisolone,CHEBI:6888,exanthem,MONDO:0006547
3065,ampicillin,CHEBI:28971,Enterobacteriaceae Infections,UMLS:C0014347
3066,dimethyl sulfoxide,CHEBI:28262,interstitial cystitis,MONDO:0018301
3067,ofloxacin,CHEBI:194135,bacterial pneumonia,MONDO:0004652
3068,demeclocycline,UNII:5R5W9ICI6O,pharyngitis,MONDO:0002258
3069,dexibuprofen,CHEBI:43415,Dysmenorrhea,HP:0100607
3070,cortisol,CHEBI:5783,iridocyclitis,MONDO:0004773
3071,famotidine,CHEBI:4975,peptic esophagitis,MONDO:0006896
3072,zoledronic acid,CHEBI:46557,bone Paget disease,MONDO:0005382
3073,acetazolamide,CHEBI:27690,Edema,HP:0000969
3074,physostigmine,CHEBI:27953,open-angle glaucoma,MONDO:0005338
3075,lithium carbonate,PUBCHEM.COMPOUND:11125,Pain,HP:0012531
3076,nitrofurantoin,CHEBI:71415,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
3077,chlortetracycline,UNII:WCK1KIQ23Q,ophthalmia neonatorum,MONDO:0004854
3078,pramocaine,CHEBI:8357,Arthropod bite wound,UMLS:C1444173
3079,norfloxacin,CHEBI:100246,Acute osteomyelitis,UMLS:C0158371
3080,lithium carbonate,PUBCHEM.COMPOUND:11125,juvenile idiopathic arthritis,MONDO:0011429
3081,methdilazine,CHEBI:6823,Rhinorrhea,HP:0031417
3082,fluocinolone acetonide,CHEBI:5108,Psoriasis of scalp,UMLS:C0406326
3083,lenalidomide,CHEBI:63791,plasma cell myeloma,MONDO:0009693
3084,cefpodoxime,CHEBI:3504,Acute bacterial sinusitis,UMLS:C0275556
3085,ofloxacin,CHEBI:194135,Acute gonococcal urethritis,UMLS:C0275652
3086,phenytoin,CHEBI:8107,focal epilepsy,MONDO:0005384
3087,ticarcillin,CHEBI:9587,Pneumonia caused by Pseudomonas,UMLS:C0155860
3088,cefonicid,CHEBI:3491,bacterial urinary tract infection,MONDO:0005247
3089,clioquinol,CHEBI:74460,dermatophytosis of groin and perianal area,MONDO:0001405
3090,sulfisoxazole,CHEBI:102484,chancroid,MONDO:0001797
3091,undecylenic acid,CHEBI:35045,tinea corporis,MONDO:0001461
3092,desoximetasone,CHEBI:691037,Psoriasis of scalp,UMLS:C0406326
3093,iloperidone,CHEBI:65173,schizophrenia,MONDO:0005090
3094,D-serine,CHEBI:16523,Bacterial urinary infection,UMLS:C0729524
3095,prednisone,CHEBI:8382,trichinellosis,MONDO:0019444
3096,probenecid,CHEBI:8426,Hyperuricemia,HP:0002149
3097,oxytetracycline,CHEBI:133011,lymphogranuloma venereum,MONDO:0005834
3098,naproxen,CHEBI:7476,Rhinorrhea,HP:0031417
3099,demeclocycline,UNII:5R5W9ICI6O,bacterial urinary tract infection,MONDO:0005247
3100,estradiol valerate,CHEBI:16469,Hot flashes,HP:0031217
3101,norfloxacin,CHEBI:100246,Acute bacterial bronchitis,UMLS:C0339933
3102,methylprednisolone,CHEBI:6888,Psoriasis of scalp,UMLS:C0406326
3103,sulfadiazine,CHEBI:9328,Skin ulcer,HP:0200042
3104,norethisterone,CHEBI:7627,acne,MONDO:0011438
3105,ceftizoxime,CHEBI:553473,acute gonococcal cervicitis,MONDO:0001080
3106,lidocaine,CHEBI:6456,hemorrhoid,MONDO:0004872
3107,dicumarol,CHEBI:4513,Thromboembolism,HP:0001907
3108,azithromycin,CHEBI:2955,blepharitis,MONDO:0004785
3109,nifurtoinol,CHEBI:88255,bacterial urinary tract infection,MONDO:0005247
3110,megestrol,CHEBI:6722,Hormone receptor positive malignant neoplasm of breast,UMLS:C1562029
3111,cefamandole,CHEBI:3480,bacterial urinary tract infection,MONDO:0005247
3112,ergoloid mesylates,PUBCHEM.COMPOUND:71717894,dementia,MONDO:0001627
3113,olmesartan,CHEBI:31932,hypertensive disorder,MONDO:0005044
3114,vancomycin,CHEBI:28001,Staphylococcal bacteremia,UMLS:C0152965
3115,dextromethorphan,CHEBI:4470,rhinitis,MONDO:0003014
3116,rabeprazole,CHEBI:8768,duodenal ulcer,MONDO:0005412
3117,ganciclovir,CHEBI:465284,Paroxysmal supraventricular tachycardia,HP:0004763
3118,calcifediol,CHEBI:17933,renal osteodystrophy,MONDO:0006946
3119,ixazomib,CHEBI:90939,plasma cell myeloma,MONDO:0009693
3120,molnupiravir,CHEBI:180653,COVID-19,MONDO:0100096
3121,cefamandole,CHEBI:3480,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
3122,progesterone,CHEBI:17026,endometriosis,MONDO:0005133
3123,morphine,CHEBI:17303,Severe pain,UMLS:C0278140
3124,nizatidine,CHEBI:7601,peptic esophagitis,MONDO:0006896
3125,lithium carbonate,PUBCHEM.COMPOUND:11125,osteoarthritis,MONDO:0005178
3126,trimethoprim,CHEBI:45924,Infective otitis media,UMLS:C0729586
3127,bromodiphenhydramine,CHEBI:59177,Cough,HP:0012735
3128,cefuroxime,CHEBI:3515,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
3129,tetracycline,CHEBI:27902,rickettsialpox,MONDO:0019360
3130,cefalotin,CHEBI:124991,streptococcal pneumonia,MONDO:0005972
